post_coef,scenario,draw
2.7183821993923707e-10,1,1333
2.7183821734583394e-10,2,1333
2.718382257346365e-10,1,1334
2.718382149937293e-10,2,1334
2.718382242209886e-10,1,1335
2.7183821589719584e-10,2,1335
2.7183821248365306e-10,1,1336
2.7183820954783687e-10,2,1336
2.7183821458090664e-10,1,1337
2.718382140234531e-10,2,1337
2.7183821377304897e-10,1,1338
2.7183822192437127e-10,2,1338
2.7183822027665396e-10,1,1339
2.7183821507769146e-10,2,1339
2.7183821806475315e-10,1,1340
2.718382103655413e-10,2,1340
2.718382189329619e-10,1,1341
2.7183822051373716e-10,2,1341
2.7183822817832654e-10,1,1342
2.7183820620290376e-10,2,1342
2.7183822521625233e-10,1,1343
2.7183821787162964e-10,2,1343
2.7183821904392324e-10,1,1344
2.7183821278297333e-10,2,1344
2.718382148756741e-10,1,1345
2.718382156524033e-10,2,1345
2.718382272334613e-10,1,1346
2.718382156104752e-10,2,1346
2.7183822071728977e-10,1,1347
2.7183821712624065e-10,2,1347
2.718381935295968e-10,1,1348
2.718382191383674e-10,2,1348
2.7183821699749164e-10,1,1349
2.7183821734223405e-10,2,1349
2.718382205109843e-10,1,1350
2.7183820264451835e-10,2,1350
2.7183822884748257e-10,1,1351
2.7183821736192756e-10,2,1351
2.7183822161509175e-10,1,1352
2.718382169060121e-10,2,1352
2.718382145101794e-10,1,1353
2.718382148513219e-10,2,1353
2.7183822862047774e-10,1,1354
2.718382279225226e-10,2,1354
2.718382182324657e-10,1,1355
2.718382135390561e-10,2,1355
2.7183825116510667e-10,1,1356
2.7183821857890215e-10,2,1356
2.718382143174794e-10,1,1357
2.7183822329539336e-10,2,1357
2.718382182773584e-10,1,1358
2.7183821208004186e-10,2,1358
2.718382151611242e-10,1,1359
2.7183821717790966e-10,2,1359
2.7183821765394217e-10,1,1360
2.7183821073707113e-10,2,1360
2.7183823674182964e-10,1,1361
2.7183821103162683e-10,2,1361
2.7183822061665166e-10,1,1362
2.718382167907362e-10,2,1362
2.718382222071678e-10,1,1363
2.718382184534354e-10,2,1363
2.7183824276253983e-10,1,1364
2.718382107878931e-10,2,1364
2.718382225010882e-10,1,1365
2.7183822040501254e-10,2,1365
2.718382214511909e-10,1,1366
2.718382120067735e-10,2,1366
2.718382239821253e-10,1,1367
2.718382177852323e-10,2,1367
2.7183823798866214e-10,1,1368
2.7183820828448723e-10,2,1368
2.7183821646555495e-10,1,1369
2.718382253034967e-10,2,1369
2.718382168606958e-10,1,1370
2.7183821632770034e-10,2,1370
2.718382107053074e-10,1,1371
2.7183821520199355e-10,2,1371
2.718382370696314e-10,1,1372
2.718382278560305e-10,2,1372
2.718382239914427e-10,1,1373
2.7183822783189007e-10,2,1373
2.7183821245231284e-10,1,1374
2.7183822348406995e-10,2,1374
2.718382137542025e-10,1,1375
2.718382218789425e-10,2,1375
2.7183820782497185e-10,1,1376
2.7183821328240513e-10,2,1376
2.71838225748189e-10,1,1377
2.718382215600346e-10,2,1377
2.718382221118766e-10,1,1378
2.718382319798104e-10,2,1378
2.718382387950375e-10,1,1379
2.718381981599024e-10,2,1379
2.718382186983338e-10,1,1380
2.7183821915864326e-10,2,1380
2.7183822076932935e-10,1,1381
2.718382137634934e-10,2,1381
2.718382208913021e-10,1,1382
2.7183821316456167e-10,2,1382
2.7183819905818085e-10,1,1383
2.7183822541699914e-10,2,1383
2.7183821963091707e-10,1,1384
2.7183821985771014e-10,2,1384
2.718382158857609e-10,1,1385
2.7183822425344056e-10,2,1385
2.718382226594834e-10,1,1386
2.7183821806538843e-10,2,1386
2.718382198132409e-10,1,1387
2.7183821451229697e-10,2,1387
2.7183822128898407e-10,1,1388
2.718382259998637e-10,2,1388
2.7183822513154903e-10,1,1389
2.718382196266819e-10,2,1389
2.718382128851467e-10,1,1390
2.718382198888386e-10,2,1390
2.7183822827404127e-10,1,1391
2.7183821978063015e-10,2,1391
2.7183820765217713e-10,1,1392
2.718382140070418e-10,2,1392
2.7183821221090845e-10,1,1393
2.718382347479141e-10,2,1393
2.7183822221394405e-10,1,1394
2.718382174905492e-10,2,1394
2.718382087490848e-10,1,1395
2.7183820975620697e-10,2,1395
2.718382166256442e-10,1,1396
2.7183822930488036e-10,2,1396
2.7183821757093294e-10,1,1397
2.718382187693787e-10,2,1397
2.718382180147782e-10,1,1398
2.718382190054362e-10,2,1398
2.718382145080618e-10,1,1399
2.7183821541316945e-10,2,1399
2.718382320183504e-10,1,1400
2.71838208484387e-10,2,1400
2.7183823020442935e-10,1,1401
2.718382325193704e-10,2,1401
2.718382194614046e-10,1,1402
2.7183821708159936e-10,2,1402
2.7183822082353946e-10,1,1403
2.7183821199787967e-10,2,1403
2.718382161557659e-10,1,1404
2.7183821754298086e-10,2,1404
2.718382186936751e-10,1,1405
2.718382145186497e-10,2,1405
2.718382214215447e-10,1,1406
2.7183821070742497e-10,2,1406
2.71838224230306e-10,1,1407
2.7183822900672477e-10,2,1407
2.718382260488857e-10,1,1408
2.7183820912294397e-10,2,1408
2.7183822044788035e-10,1,1409
2.7183820768203504e-10,2,1409
2.7183822148380164e-10,1,1410
2.718382287905196e-10,2,1410
2.7183821489367356e-10,1,1411
2.718382139037038e-10,2,1411
2.7183820975790104e-10,1,1412
2.7183821978666526e-10,2,1412
2.718382166770088e-10,1,1413
2.7183822261967283e-10,2,1413
2.718382208349744e-10,1,1414
2.718382122369547e-10,2,1414
2.7183821696699845e-10,1,1415
2.718382232439361e-10,2,1415
2.718382334968464e-10,1,1416
2.718382125700504e-10,2,1416
2.7183821387659875e-10,1,1417
2.718382117645221e-10,2,1417
2.718382282100903e-10,1,1418
2.7183822193463493e-10,2,1418
2.7183821635798176e-10,1,1419
2.718382192819395e-10,2,1419
2.718382168064857e-10,1,1420
2.7183821977152454e-10,2,1420
2.7183821807703513e-10,1,1421
2.71838214522779e-10,2,1421
2.718382155389009e-10,1,1422
2.718382192804307e-10,2,1422
2.718382220407258e-10,1,1423
2.718382156616545e-10,2,1423
2.718382094411107e-10,1,1424
2.718382176279224e-10,2,1424
2.718382192688105e-10,1,1425
2.718382212061866e-10,2,1425
2.7183822375681456e-10,1,1426
2.718382075549801e-10,2,1426
2.7183821978423004e-10,1,1427
2.7183821600307496e-10,2,1427
2.7183822659013977e-10,1,1428
2.718382344290062e-10,2,1428
2.7183821089716035e-10,1,1429
2.7183821449874444e-10,2,1429
2.718382162017042e-10,1,1430
2.7183822290702875e-10,2,1430
2.71838218973196e-10,1,1431
2.7183822854085664e-10,2,1431
2.718382173045411e-10,1,1432
2.718382176611949e-10,2,1432
2.718382184315184e-10,1,1433
2.718382192798219e-10,2,1433
2.718382251434075e-10,1,1434
2.7183820143326123e-10,2,1434
2.718382245238029e-10,1,1435
2.7183821927918664e-10,2,1435
2.718382190024186e-10,1,1436
2.7183822774972787e-10,2,1436
2.7183821907526346e-10,1,1437
2.7183822652470647e-10,2,1437
2.718382177619389e-10,1,1438
2.718382129594738e-10,2,1438
2.718382200307166e-10,1,1439
2.7183821821637205e-10,2,1439
2.718382195436727e-10,1,1440
2.7183821331183953e-10,2,1440
2.718382161380179e-10,1,1441
2.718382240623817e-10,2,1441
2.7183822357787885e-10,1,1442
2.7183821646597846e-10,2,1442
2.7183823817162125e-10,1,1443
2.718382169348112e-10,2,1443
2.718382222126735e-10,1,1444
2.7183821967708037e-10,2,1444
2.718382356220521e-10,1,1445
2.7183821927368093e-10,2,1445
2.7183821992144937e-10,1,1446
2.7183820924481083e-10,2,1446
2.718382131689027e-10,1,1447
2.7183822338412006e-10,2,1447
2.718382240846163e-10,1,1448
2.7183821580338694e-10,2,1448
2.7183822428875125e-10,1,1449
2.718382151404778e-10,2,1449
2.7183821024875663e-10,1,1450
2.7183821900623027e-10,2,1450
2.718382208506445e-10,1,1451
2.718382164719077e-10,2,1451
2.7183821804103623e-10,1,1452
2.718382186085483e-10,2,1452
2.718382209064693e-10,1,1453
2.7183821521311086e-10,2,1453
2.7183821549400816e-10,1,1454
2.7183821568374354e-10,2,1454
2.718382204360219e-10,1,1455
2.7183821661664445e-10,2,1455
2.718382344340884e-10,1,1456
2.7183821754806306e-10,2,1456
2.718382172431312e-10,1,1457
2.718382174363606e-10,2,1457
2.718382204643975e-10,1,1458
2.7183821299441393e-10,2,1458
2.718382199536366e-10,1,1459
2.7183822219615635e-10,2,1459
2.7183819306542275e-10,1,1460
2.7183821959745927e-10,2,1460
2.7183821511072575e-10,1,1461
2.718382144968386e-10,2,1461
2.718382239067394e-10,1,1462
2.7183821762514305e-10,2,1462
2.718382407694713e-10,1,1463
2.718382257608945e-10,2,1463
2.7183819081316214e-10,1,1464
2.7183821987401553e-10,2,1464
2.7183821057126443e-10,1,1465
2.718382186304388e-10,2,1465
2.7183822533991914e-10,1,1466
2.718382098752151e-10,2,1466
2.718382177354691e-10,1,1467
2.7183821106945215e-10,2,1467
2.718382117060768e-10,1,1468
2.7183820863367656e-10,2,1468
2.718382289736905e-10,1,1469
2.718382134928928e-10,2,1469
2.7183821699240944e-10,1,1470
2.7183821521618135e-10,2,1470
2.718382334629651e-10,1,1471
2.718382200768799e-10,2,1471
2.718382077070225e-10,1,1472
2.718382202234431e-10,2,1472
2.718382105431006e-10,1,1473
2.718382169115178e-10,2,1473
2.7183823122298647e-10,1,1474
2.718382183332626e-10,2,1474
2.718382139443614e-10,1,1475
2.7183822287346507e-10,2,1475
2.718382126716944e-10,1,1476
2.7183821584086815e-10,2,1476
2.7183821103424734e-10,1,1477
2.718382244587931e-10,2,1477
2.71838219680892e-10,1,1478
2.7183822006502146e-10,2,1478
2.718382090802747e-10,1,1479
2.718382143848185e-10,2,1479
2.7183820783555977e-10,1,1480
2.7183822087520847e-10,2,1480
2.718382090599459e-10,1,1481
2.7183823106289724e-10,2,1481
2.7183821817232634e-10,1,1482
2.718382206870613e-10,2,1482
2.7183822706024305e-10,1,1483
2.718382328655951e-10,2,1483
2.7183821284110097e-10,1,1484
2.7183822793438105e-10,2,1484
2.7183822004935135e-10,1,1485
2.7183822142101533e-10,2,1485
2.7183821075824695e-10,1,1486
2.71838213857117e-10,2,1486
2.7183821775643316e-10,1,1487
2.7183821457688323e-10,2,1487
2.718382190162888e-10,1,1488
2.7183822746639535e-10,2,1488
2.7183822262814316e-10,1,1489
2.7183821419375964e-10,2,1489
2.718382141895774e-10,1,1490
2.7183821257640317e-10,2,1490
2.7183820305829394e-10,1,1491
2.7183821678763923e-10,2,1491
2.7183821025426235e-10,1,1492
2.7183821333703876e-10,2,1492
2.718382253026497e-10,1,1493
2.718382287322861e-10,2,1493
2.7183821891813885e-10,1,1494
2.7183822355762947e-10,2,1494
2.718382164130389e-10,1,1495
2.7183821817729935e-10,2,1495
2.718382203943055e-10,1,1496
2.718382173977412e-10,2,1496
2.7183821985199267e-10,1,1497
2.718382396327531e-10,2,1497
2.7183821636729913e-10,1,1498
2.7183820871033304e-10,2,1498
2.7183821227528296e-10,1,1499
2.7183821670441824e-10,2,1499
2.7183821418491874e-10,1,1500
2.7183821895122607e-10,2,1500
2.7183821260139064e-10,1,1501
2.718382186602173e-10,2,1501
2.7183822530791717e-10,1,1502
2.7183822152234164e-10,2,1502
2.7183820144427266e-10,1,1503
2.718382223727627e-10,2,1503
2.718382022929997e-10,1,1504
2.7183821224754263e-10,2,1504
2.718382155075607e-10,1,1505
2.7183821389777457e-10,2,1505
2.718382198011707e-10,1,1506
2.7183820825695866e-10,2,1506
2.718382265041659e-10,1,1507
2.7183822048430277e-10,2,1507
2.7183822256334514e-10,1,1508
2.7183822274672777e-10,2,1508
2.718382220995946e-10,1,1509
2.718382161923868e-10,2,1509
2.71838222817455e-10,1,1510
2.718382175241344e-10,2,1510
2.7183821488499147e-10,1,1511
2.7183822160704494e-10,2,1511
2.7183822073078935e-10,1,1512
2.7183821606956705e-10,2,1512
2.7183820996161246e-10,1,1513
2.7183821069069607e-10,2,1513
2.71838224591142e-10,1,1514
2.7183821456198075e-10,2,1514
2.7183823690700106e-10,1,1515
2.718382161432589e-10,2,1515
2.718382054304097e-10,1,1516
2.718382179817439e-10,2,1516
2.718382188944219e-10,1,1517
2.7183821825088864e-10,2,1517
2.718382185172805e-10,1,1518
2.7183821811368254e-10,2,1518
2.7183823084139813e-10,1,1519
2.718382282905584e-10,2,1519
2.7183820654256397e-10,1,1520
2.718382226294137e-10,2,1520
2.71838212559039e-10,1,1521
2.718382263851578e-10,2,1521
2.718382032315122e-10,1,1522
2.718382164181211e-10,2,1522
2.718382202585685e-10,1,1523
2.718382208472564e-10,2,1523
2.7183821628259583e-10,1,1524
2.7183821393800863e-10,2,1524
2.7183822447647493e-10,1,1525
2.7183821963599927e-10,2,1525
2.7183820752935735e-10,1,1526
2.7183822348152885e-10,2,1526
2.718382225315814e-10,1,1527
2.7183821963914256e-10,2,1527
2.718382201459131e-10,1,1528
2.7183821839890765e-10,2,1528
2.718382207295188e-10,1,1529
2.7183821579110496e-10,2,1529
2.718382138262003e-10,1,1530
2.7183822131651264e-10,2,1530
2.718382241621198e-10,1,1531
2.7183821170332396e-10,2,1531
2.7183821841627183e-10,1,1532
2.7183822181795614e-10,2,1532
2.718382229021583e-10,1,1533
2.7183821784579514e-10,2,1533
2.7183824008676275e-10,1,1534
2.7183821983081685e-10,2,1534
2.718382070143613e-10,1,1535
2.718382112249621e-10,2,1535
2.7183820765810636e-10,1,1536
2.7183821038047026e-10,2,1536
2.7183821480537037e-10,1,1537
2.7183822733044656e-10,2,1537
2.718382156879787e-10,1,1538
2.71838224179484e-10,2,1538
2.718382120914768e-10,1,1539
2.718382180664472e-10,2,1539
2.718382250925855e-10,1,1540
2.718382197291729e-10,2,1540
2.7183822451437965e-10,1,1541
2.718382142317173e-10,2,1541
2.7183821664851407e-10,1,1542
2.71838217457007e-10,2,1542
2.7183822495706024e-10,1,1543
2.718382163562877e-10,2,1543
2.7183821502559894e-10,1,1544
2.7183822006459794e-10,2,1544
2.7183821982573465e-10,1,1545
2.7183823773751687e-10,2,1545
2.718382126852469e-10,1,1546
2.718382230065551e-10,2,1546
2.7183821041392806e-10,1,1547
2.718382220301379e-10,2,1547
2.718381939327845e-10,1,1548
2.718382274913828e-10,2,1548
2.7183820340345987e-10,1,1549
2.7183820519535807e-10,2,1549
2.718382195368964e-10,1,1550
2.718382313369124e-10,2,1550
2.7183823578044724e-10,1,1551
2.7183822036275354e-10,2,1551
2.7183821776913865e-10,1,1552
2.7183822271242293e-10,2,1552
2.7183821657143407e-10,1,1553
2.718382123379634e-10,2,1553
2.7183822309358776e-10,1,1554
2.7183822129660736e-10,2,1554
2.718382292599876e-10,1,1555
2.718382134920458e-10,2,1555
2.7183822577698814e-10,1,1556
2.7183822332525127e-10,2,1556
2.718382270483846e-10,1,1557
2.7183822217286295e-10,2,1557
2.718382137601317e-10,1,1558
2.718382183493562e-10,2,1558
2.718381959461818e-10,1,1559
2.7183822101835704e-10,2,1559
2.718382210759553e-10,1,1560
2.718382235010106e-10,2,1560
2.7183821791885173e-10,1,1561
2.718382109689199e-10,2,1561
2.718382280466129e-10,1,1562
2.718382132724525e-10,2,1562
2.7183821855211473e-10,1,1563
2.7183820250052275e-10,2,1563
2.7183821504063377e-10,1,1564
2.718382203521921e-10,2,1564
2.7183822078648177e-10,1,1565
2.718382219661869e-10,2,1565
2.7183822627080835e-10,1,1566
2.7183823856210344e-10,2,1566
2.718382002321685e-10,1,1567
2.718382196474342e-10,2,1567
2.7183820214307484e-10,1,1568
2.7183821855010303e-10,2,1568
2.718382283079226e-10,1,1569
2.7183822055121837e-10,2,1569
2.7183821257439684e-10,1,1570
2.7183821741020844e-10,2,1570
2.718382315037779e-10,1,1571
2.718382288224951e-10,2,1571
2.718382245475198e-10,1,1572
2.718382127896437e-10,2,1572
2.7183821495190707e-10,1,1573
2.7183822472020866e-10,2,1573
2.7183821523947476e-10,1,1574
2.718382195548429e-10,2,1574
2.7183820700197347e-10,1,1575
2.718382230630946e-10,2,1575
2.718382200789975e-10,1,1576
2.7183821628704275e-10,2,1576
2.7183821875995544e-10,1,1577
2.718382190582169e-10,2,1577
2.71838217907205e-10,1,1578
2.7183822074794177e-10,2,1578
2.7183822929641003e-10,1,1579
2.7183822748460656e-10,2,1579
2.7183822686203734e-10,1,1580
2.718382473297415e-10,2,1580
2.718382127426334e-10,1,1581
2.7183822247652426e-10,2,1581
2.7183821576590573e-10,1,1582
2.7183821920358895e-10,2,1582
2.7183822541022287e-10,1,1583
2.71838233562915e-10,2,1583
2.7183822524293386e-10,1,1584
2.718382177937026e-10,2,1584
2.7183819506780863e-10,1,1585
2.718382066158323e-10,2,1585
2.718382176649536e-10,1,1586
2.718382326481194e-10,2,1586
2.718382395200977e-10,1,1587
2.718382197393373e-10,2,1587
2.718382297453375e-10,1,1588
2.7183821825787666e-10,2,1588
2.718382043241847e-10,1,1589
2.7183819549471324e-10,2,1589
2.7183823024339287e-10,1,1590
2.7183821442928774e-10,2,1590
2.7183821949536533e-10,1,1591
2.718382140512993e-10,2,1591
2.718382233545798e-10,1,1592
2.71838226596069e-10,2,1592
2.7183821416755456e-10,1,1593
2.71838207520887e-10,2,1593
2.7183823258289787e-10,1,1594
2.718382221821803e-10,2,1594
2.7183821533391893e-10,1,1595
2.718382206414274e-10,2,1595
2.7183821748771196e-10,1,1596
2.71838220843233e-10,2,1596
2.7183822058277035e-10,1,1597
2.718382160007721e-10,2,1597
2.7183823885771794e-10,1,1598
2.718382361268837e-10,2,1598
2.718381998433804e-10,1,1599
2.718382130888581e-10,2,1599
2.7183820896423117e-10,1,1600
2.7183821782546635e-10,2,1600
2.7183822955899025e-10,1,1601
2.718382243396791e-10,2,1601
2.7183821142909704e-10,1,1602
2.718382519223541e-10,2,1602
2.7183821832140414e-10,1,1603
2.7183821494449553e-10,2,1603
2.7183823092101923e-10,1,1604
2.7183821833495666e-10,2,1604
2.718382204948907e-10,1,1605
2.7183823783450214e-10,2,1605
2.7183821746843534e-10,1,1606
2.7183822034898925e-10,2,1606
2.71838217501688e-10,1,1607
2.71838218331145e-10,2,1607
2.718382102980963e-10,1,1608
2.718382141799424e-10,2,1608
2.718382212097865e-10,1,1609
2.7183821641051104e-10,2,1609
2.718382199227199e-10,1,1610
2.718382276130313e-10,2,1610
2.7183821285804163e-10,1,1611
2.718382237697318e-10,2,1611
2.71838231814639e-10,1,1612
2.7183821917013115e-10,2,1612
2.7183822122164495e-10,1,1613
2.718382172050147e-10,2,1613
2.7183823981147704e-10,1,1614
2.7183821048296124e-10,2,1614
2.7183820388372755e-10,1,1615
2.718382168374024e-10,2,1615
2.718382141633194e-10,1,1616
2.7183823328424115e-10,2,1616
2.718382265630347e-10,1,1617
2.718382241439086e-10,2,1617
2.718382126026612e-10,1,1618
2.718382079406448e-10,2,1618
2.71838210348283e-10,1,1619
2.7183822622676263e-10,2,1619
2.7183821621970364e-10,1,1620
2.7183821828794633e-10,2,1620
2.718382145480841e-10,1,1621
2.71838216348135e-10,2,1621
2.718382320263972e-10,1,1622
2.7183822333499215e-10,2,1622
2.718382308926436e-10,1,1623
2.71838212315517e-10,2,1623
2.718382157447299e-10,1,1624
2.718382188862163e-10,2,1624
2.718382040133236e-10,1,1625
2.7183820960967027e-10,2,1625
2.718382100170931e-10,1,1626
2.718382167857334e-10,2,1626
2.718382123100113e-10,1,1627
2.7183821339336645e-10,2,1627
2.7183822044832703e-10,1,1628
2.7183821769523503e-10,2,1628
2.718382183154749e-10,1,1629
2.718382047875117e-10,2,1629
2.7183822349423434e-10,1,1630
2.718382141891539e-10,2,1630
2.718382197012208e-10,1,1631
2.7183822416000224e-10,2,1631
2.7183821534747146e-10,1,1632
2.718382275786272e-10,2,1632
2.718382209187281e-10,1,1633
2.718382173111056e-10,2,1633
2.718382212771256e-10,1,1634
2.718382214846487e-10,2,1634
2.718382254525745e-10,1,1635
2.7183821291309877e-10,2,1635
2.718382129880612e-10,1,1636
2.7183821206273063e-10,2,1636
2.7183820958637687e-10,1,1637
2.7183822150201285e-10,2,1637
2.7183820630327716e-10,1,1638
2.7183821700807955e-10,2,1638
2.7183821477911235e-10,1,1639
2.7183822114456495e-10,2,1639
2.7183820808755207e-10,1,1640
2.7183821723159037e-10,2,1640
2.718382268101566e-10,1,1641
2.718382191346087e-10,2,1641
2.718382231054462e-10,1,1642
2.7183821471982004e-10,2,1642
2.7183823793275796e-10,1,1643
2.718382410108757e-10,2,1643
2.7183822833756874e-10,1,1644
2.7183821156801045e-10,2,1644
2.718382248594397e-10,1,1645
2.7183821859219e-10,2,1645
2.718382221275467e-10,1,1646
2.7183822242697283e-10,2,1646
2.718382222896708e-10,1,1647
2.7183822494340184e-10,2,1647
2.718382124413014e-10,1,1648
2.7183821968893883e-10,2,1648
2.718382117645221e-10,1,1649
2.718382182557591e-10,2,1649
2.7183820699403253e-10,1,1650
2.718382155130664e-10,2,1650
2.718382103711529e-10,1,1651
2.7183821341962447e-10,2,1651
2.71838206613503e-10,1,1652
2.7183822118082855e-10,2,1652
2.7183821324979436e-10,1,1653
2.718382238145584e-10,2,1653
2.7183821386939897e-10,1,1654
2.7183821633362957e-10,2,1654
2.718382339203629e-10,1,1655
2.71838210332507e-10,2,1655
2.718382090862039e-10,1,1656
2.7183821948395686e-10,2,1656
2.7183821149135397e-10,1,1657
2.7183822101423437e-10,2,1657
2.7183821553254816e-10,1,1658
2.7183821961588224e-10,2,1658
2.718382185386681e-10,1,1659
2.718382235925431e-10,2,1659
2.718382181511505e-10,1,1660
2.718382181947727e-10,2,1660
2.718382156905198e-10,1,1661
2.7183821817994963e-10,2,1661
2.718382188016718e-10,1,1662
2.718382162928926e-10,2,1662
2.7183823036621265e-10,1,1663
2.7183821468932686e-10,2,1663
2.7183822057366474e-10,1,1664
2.7183822575920045e-10,2,1664
2.718382132627116e-10,1,1665
2.7183822082248067e-10,2,1665
2.7183821840441336e-10,1,1666
2.718382163080068e-10,2,1666
2.718382169007181e-10,1,1667
2.7183821900792434e-10,2,1667
2.7183821938866565e-10,1,1668
2.718382127602093e-10,2,1668
2.718382110373443e-10,1,1669
2.7183821351300985e-10,2,1669
2.7183820866353447e-10,1,1670
2.7183823762655555e-10,2,1670
2.718382210200511e-10,1,1671
2.7183821767850613e-10,2,1671
2.718382120514545e-10,1,1672
2.718382226644266e-10,2,1672
2.7183820151881156e-10,1,1673
2.7183822963861134e-10,2,1673
2.7183820661964397e-10,1,1674
2.718382140578638e-10,2,1674
2.7183822942261794e-10,1,1675
2.718382248826537e-10,2,1675
2.7183821838874326e-10,1,1676
2.718382198046647e-10,2,1676
2.718382204669386e-10,1,1677
2.718382179484979e-10,2,1677
2.7183822245068975e-10,1,1678
2.7183820597589893e-10,2,1678
2.718382163867809e-10,1,1679
2.7183821979185333e-10,2,1679
2.718382175269931e-10,1,1680
2.71838223657222e-10,2,1680
2.718382238936104e-10,1,1681
2.7183821831822776e-10,2,1681
2.7183822995540167e-10,1,1682
2.7183821207411263e-10,2,1682
2.718382255859822e-10,1,1683
2.7183820728848236e-10,2,1683
2.718382198058294e-10,1,1684
2.718382139949716e-10,2,1684
2.7183822352250407e-10,1,1685
2.7183821480304103e-10,2,1685
2.7183821907526346e-10,1,1686
2.7183822768789447e-10,2,1686
2.7183821316466755e-10,1,1687
2.7183821397241935e-10,2,1687
2.7183821724440174e-10,1,1688
2.7183821845015314e-10,2,1688
2.7183822217286295e-10,1,1689
2.7183822187767196e-10,2,1689
2.7183820114865816e-10,1,1690
2.718382288864461e-10,2,1690
2.718382194274174e-10,1,1691
2.718382132835698e-10,2,1691
2.7183822505701013e-10,1,1692
2.718382094686393e-10,2,1692
2.7183821875169687e-10,1,1693
2.7183821920570653e-10,2,1693
2.718382212131746e-10,1,1694
2.71838221853108e-10,2,1694
2.7183821605982617e-10,1,1695
2.718382175129112e-10,2,1695
2.718382138245062e-10,1,1696
2.7183821816766766e-10,2,1696
2.718382071553923e-10,1,1697
2.7183820547487894e-10,2,1697
2.718381944630271e-10,1,1698
2.7183820992561356e-10,2,1698
2.7183822333245105e-10,1,1699
2.7183821509103223e-10,2,1699
2.718382004659496e-10,1,1700
2.7183820852377404e-10,2,1700
2.7183822727369536e-10,1,1701
2.718382158853374e-10,2,1701
2.718382197742443e-10,1,1702
2.7183821585569123e-10,2,1702
2.71838222122888e-10,1,1703
2.7183821463257565e-10,2,1703
2.718382341499088e-10,1,1704
2.718382233536269e-10,2,1704
2.718382191973421e-10,1,1705
2.7183821533942465e-10,2,1705
2.7183819806291714e-10,1,1706
2.71838225439869e-10,2,1706
2.7183821451949675e-10,1,1707
2.718382200815386e-10,2,1707
2.718382229631447e-10,1,1708
2.718382256812734e-10,2,1708
2.718382159598763e-10,1,1709
2.718382116048564e-10,2,1709
2.7183822147999e-10,1,1710
2.71838222880559e-10,2,1710
2.718382106134043e-10,1,1711
2.718382126950407e-10,2,1711
2.718382175285813e-10,1,1712
2.71838220078574e-10,2,1712
2.7183821731936416e-10,1,1713
2.7183821741290836e-10,2,1713
2.7183821280976075e-10,1,1714
2.7183821401953556e-10,2,1714
2.7183822456657806e-10,1,1715
2.718382184715407e-10,2,1715
2.7183821634379396e-10,1,1716
2.718382159181599e-10,2,1716
2.7183822292079304e-10,1,1717
2.7183822279543216e-10,2,1717
2.71838210207252e-10,1,1718
2.7183822120957473e-10,2,1718
2.7183822188444823e-10,1,1719
2.718382192342939e-10,2,1719
2.718382477850217e-10,1,1720
2.71838225584394e-10,2,1720
2.7183821461139983e-10,1,1721
2.718382186785344e-10,2,1721
2.718382178576536e-10,1,1722
2.718382120757008e-10,2,1722
2.718382275523692e-10,1,1723
2.718382099122728e-10,2,1723
2.718382204228929e-10,1,1724
2.71838224114686e-10,2,1724
2.7183822431416224e-10,1,1725
2.718382285391626e-10,2,1725
2.7183820327216976e-10,1,1726
2.7183821991340256e-10,2,1726
2.718382227420691e-10,1,1727
2.7183820810745734e-10,2,1727
2.7183823865781817e-10,1,1728
2.7183821097424035e-10,2,1728
2.7183822378434313e-10,1,1729
2.7183821417411907e-10,2,1729
2.7183821779603195e-10,1,1730
2.718382166449274e-10,2,1730
2.718382359058081e-10,1,1731
2.718382317557702e-10,2,1731
2.718382074039965e-10,1,1732
2.718382073532142e-10,2,1732
2.718382217442643e-10,1,1733
2.718382203305663e-10,2,1733
2.7183822333499215e-10,1,1734
2.718382211665878e-10,2,1734
2.71838214873133e-10,1,1735
2.718382371001246e-10,2,1735
2.718382243463495e-10,1,1736
2.718382437935907e-10,2,1736
2.718382190706048e-10,1,1737
2.718382111220476e-10,2,1737
2.71838216235162e-10,1,1738
2.7183822159259244e-10,2,1738
2.7183820518222906e-10,1,1739
2.718382084153538e-10,2,1739
2.7183822389488093e-10,1,1740
2.718382248037473e-10,2,1740
2.718382168992358e-10,1,1741
2.7183822053004255e-10,2,1741
2.7183822038816453e-10,1,1742
2.7183821517107685e-10,2,1742
2.7183822358232577e-10,1,1743
2.718381978257479e-10,2,1743
2.718382169678455e-10,1,1744
2.7183822657997537e-10,2,1744
2.7183821119701e-10,1,1745
2.7183821476428927e-10,2,1745
2.718382183493562e-10,1,1746
2.71838218137598e-10,2,1746
2.718382180143547e-10,1,1747
2.7183821578454046e-10,2,1747
2.718382322415436e-10,1,1748
2.718381981082334e-10,2,1748
2.718382085534202e-10,1,1749
2.7183822446429883e-10,2,1749
2.7183822354632687e-10,1,1750
2.7183821526102116e-10,2,1750
2.7183822461231784e-10,1,1751
2.7183822111433646e-10,2,1751
2.718382098781797e-10,1,1752
2.7183821910787423e-10,2,1752
2.7183822134573527e-10,1,1753
2.7183822012145503e-10,2,1753
2.718382171751568e-10,1,1754
2.7183821629816006e-10,2,1754
2.7183822250955854e-10,1,1755
2.7183821833919183e-10,2,1755
2.7183822148178994e-10,1,1756
